sy_snum,sy_pnum,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_radv
1,1,,5582.00,0.86,0.93,-0.110,[Fe/H],-0.214,4.62,,2.17698,,11.59
1,1,,4720.00,0.71,0.74,-0.060,[Fe/H],-0.588,4.46,,2.25118,,-26.20
1,2,M0.0,4222.06,0.65,0.68,-0.110,[Fe/H],-0.985,4.83,1.000,3.16760,,4.80
1,2,M0.0,4222.06,0.65,0.68,-0.110,[Fe/H],-0.985,4.83,1.000,3.16760,,4.80
1,1,,5396.00,0.85,0.91,0.050,[Fe/H],-0.249,4.55,,1.94223,,0.09
1,1,,5221.00,0.82,0.88,0.110,[Fe/H],-0.386,4.60,,2.38468,,-13.57
1,1,,4272.00,0.65,0.67,0.030,[Fe/H],-0.910,4.64,,4.44500,,-6.84
1,1,,5794.00,1.20,1.07,0.250,[Fe/H],0.247,4.25,,0.64207,,-6.30
1,1,,5854.00,1.27,1.05,0.050,[Fe/H],0.196,4.25,,1.08000,,-17.07
1,1,,5704.00,0.97,1.00,0.110,[Fe/H],-0.026,4.41,,1.34077,,
1,1,K5 V,4503.00,0.72,0.70,0.000,[Fe/H],-0.721,4.57,,2.30000,1.8000,-26.16
1,1,,5967.00,1.33,1.10,0.040,[Fe/H],0.232,4.17,,0.77473,,-5.95
1,1,,5757.00,1.01,1.05,0.250,[Fe/H],-0.003,4.45,,1.21277,,-0.34
1,3,,5753.00,1.19,1.02,0.130,[Fe/H],0.151,4.23,,0.72546,,-19.96
1,3,,5753.00,1.19,1.02,0.130,[Fe/H],0.151,4.23,,0.72546,,-19.96
1,3,,5753.00,1.19,1.02,0.130,[Fe/H],0.151,4.23,,0.72546,,-19.96
2,1,M0 V,3830.00,0.57,0.60,0.030,[Fe/H],-1.113,4.65,,3.65548,,
1,1,,5660.00,1.02,0.96,0.040,[Fe/H],-0.061,4.40,,3.06100,,13.88
1,1,,5716.00,0.95,1.01,0.130,[Fe/H],-0.064,4.57,,1.28588,,8.70
1,1,,6058.00,1.09,1.00,-0.210,[Fe/H],0.139,4.37,,1.25000,,1.48
1,2,,5835.00,0.99,1.06,0.120,[Fe/H],0.000,4.48,,1.55082,,9.40
1,2,,5835.00,0.99,1.06,0.120,[Fe/H],0.000,4.48,,1.55082,,9.40
1,2,,5620.00,0.84,0.91,-0.190,[Fe/H],-0.217,4.55,,2.73527,,-17.66
1,2,,5620.00,0.84,0.91,-0.190,[Fe/H],-0.217,4.55,,2.73527,,-17.66
1,1,,5742.00,1.70,1.27,0.380,[Fe/H],0.433,4.08,,0.21992,,42.10
1,1,,5424.00,0.91,0.88,-0.030,[Fe/H],-0.246,4.47,,1.72343,,16.92
1,1,,5673.00,0.89,0.95,-0.100,[Fe/H],-0.167,4.58,,1.66362,,2.74
1,1,,4715.00,0.65,0.71,-0.250,[Fe/H],-0.849,4.66,,4.35191,,-2.86
1,2,G9,5315.00,0.79,0.87,-0.090,[Fe/H],-0.383,4.59,5.400,2.38000,2.4600,
1,2,G9,5315.00,0.79,0.87,-0.090,[Fe/H],-0.383,4.59,5.400,2.55757,2.4600,
1,1,,5945.00,1.39,1.11,0.100,[Fe/H],0.339,4.20,,0.64706,5.2000,-20.61
1,1,,5695.00,0.95,1.01,0.140,[Fe/H],-0.112,4.48,3.000,1.21128,2.0000,41.58
1,1,,6154.00,1.16,1.19,0.100,[Fe/H],0.238,4.38,1.430,0.78200,4.1600,
1,3,K3,5033.00,0.71,0.79,-0.090,[Fe/H],-0.523,4.64,0.360,3.17211,4.5000,-9.65
1,3,K3,5033.00,0.71,0.79,-0.090,[Fe/H],-0.523,4.64,0.360,3.17211,4.5000,-9.65
1,3,K3,5033.00,0.71,0.79,-0.090,[Fe/H],-0.523,4.64,0.360,3.17211,4.5000,-9.65
1,1,F9 V,6099.00,1.38,1.23,0.000,[Fe/H],0.285,4.27,2.550,0.66300,12.0000,-22.47
1,1,G2 V,5630.00,1.59,1.19,0.340,[Fe/H],0.360,4.11,5.630,0.07750,3.7800,
1,3,M3.0 V,3420.00,0.36,0.40,-0.100,[Fe/H],-1.796,4.90,,19.15052,,
1,3,M3.0 V,3420.00,0.36,0.40,-0.100,[Fe/H],-1.796,4.90,,19.15052,,
1,3,M3.0 V,3420.00,0.36,0.40,-0.100,[Fe/H],-1.796,4.90,,19.15052,,
1,2,G9 V,5625.00,1.16,1.07,0.340,[Fe/H],0.158,4.29,5.100,0.89000,2.0000,1.18
1,2,G9 V,5625.00,1.16,1.07,0.340,[Fe/H],0.158,4.29,5.100,0.89000,2.0000,1.18
1,2,M0.5 V,3810.00,0.54,0.58,-0.100,[Fe/H],-1.276,4.70,,4.32946,,0.61
1,2,M0.5 V,3810.00,0.54,0.58,-0.100,[Fe/H],-1.276,4.70,,4.32946,,0.61
1,1,,5262.00,0.75,0.71,-0.440,[Fe/H],-0.441,4.54,,3.10999,2.0800,-8.68
1,1,,3459.00,0.37,0.38,-0.010,[Fe/H],-1.808,4.89,,10.34168,,
1,2,,6570.00,1.39,1.29,-0.030,[Fe/H],0.446,4.26,,0.35249,,5.79
1,2,,6570.00,1.39,1.29,-0.030,[Fe/H],0.446,4.26,,0.35249,,5.79
1,1,,5677.00,0.92,0.86,-0.290,[Fe/H],-0.097,4.44,,2.11530,3.6900,-19.25
1,1,,5793.00,1.25,0.83,-0.450,[Fe/H],0.193,4.16,,1.01870,4.6200,29.75
1,1,,5610.00,0.94,0.87,-0.190,[Fe/H],-0.141,4.43,,1.68077,2.9000,
1,2,,4667.00,0.69,0.74,-0.080,[Fe/H],-0.833,4.63,,2.03810,,
1,2,,4667.00,0.69,0.74,-0.080,[Fe/H],-0.833,4.63,,2.03810,,
1,1,,5528.00,0.92,0.88,-0.100,[Fe/H],-0.171,4.45,,1.82647,2.6000,
1,1,,6504.00,1.57,1.32,0.040,[Fe/H],0.366,4.16,,0.31728,,-23.71
1,1,M4.5,3180.00,0.29,0.29,0.150,[Fe/H],-2.076,4.94,,15.90000,7.8000,38.64
1,1,,5172.00,0.81,0.80,-0.090,[Fe/H],-0.404,4.53,,1.89682,2.2000,
1,1,,3717.00,0.49,0.52,-0.040,[Fe/H],-1.415,4.76,,5.74380,,
1,1,,5152.00,0.82,0.79,-0.090,[Fe/H],-0.402,4.50,,2.04024,2.2000,13.72
1,1,,6027.00,1.10,1.08,0.000,[Fe/H],-0.072,4.39,,1.01569,,
1,2,,4629.00,0.67,0.71,-0.140,[Fe/H],-0.765,4.64,,2.71073,,
1,2,,4629.00,0.67,0.71,-0.140,[Fe/H],-0.765,4.64,,2.71073,,
1,1,,4676.00,0.69,0.71,-0.140,[Fe/H],-0.720,4.62,,1.94835,2.4600,
1,1,,5219.00,0.78,0.84,-0.100,[Fe/H],-0.465,4.58,,3.60257,,
1,1,,3725.00,0.50,0.52,-0.030,[Fe/H],-1.381,4.76,,5.56654,,12.59
1,1,,6351.00,1.31,1.21,0.010,[Fe/H],0.272,4.29,,0.56600,,
1,1,,6059.00,1.13,1.14,0.160,[Fe/H],0.179,4.39,,1.00719,5.2300,
1,1,M1.0 V,3785.00,0.52,0.56,-0.130,[Fe/H],-1.310,4.72,1.000,3.92000,,95.34
1,1,F6 V,6367.00,1.69,1.39,-0.140,[Fe/H],0.543,4.15,1.900,0.40050,16.0000,29.07
1,1,G7 IV/V,5537.00,1.65,1.10,0.360,[Fe/H],0.372,4.21,8.800,0.35000,2.8000,3.28
1,1,G9 V,5368.00,0.85,0.88,-0.080,[m/H],-0.260,4.51,7.000,2.02000,2.0000,30.00
1,2,M2.5 V,3660.00,0.47,0.50,-0.013,[Fe/H],-1.481,4.78,,6.61000,,26.00
1,2,M2.5 V,3660.00,0.47,0.50,-0.013,[Fe/H],-1.481,4.78,,6.61000,,26.00
2,1,G8 V,5477.00,0.98,0.92,0.078,[Fe/H],-0.180,4.42,9.700,0.98000,,-18.19
2,4,,4285.00,0.70,0.69,-0.120,[Fe/H],-0.823,4.58,,2.79000,,10.85
2,4,,4285.00,0.70,0.69,-0.120,[Fe/H],-0.823,4.58,,2.79000,,10.85
2,4,,4285.00,0.70,0.69,-0.120,[Fe/H],-0.823,4.58,,2.79000,,10.85
2,4,,4285.00,0.70,0.69,-0.120,[Fe/H],-0.823,4.58,,2.79000,,10.85
1,2,,5068.00,0.78,0.84,0.030,[Fe/H],-0.471,4.59,,2.29940,,
1,2,,5068.00,0.78,0.84,0.030,[Fe/H],-0.429,4.59,,2.29940,,
1,1,,6209.00,1.45,1.16,-0.080,[Fe/H],0.468,4.18,,1.13000,,-3.20
3,1,,5248.00,0.89,0.87,0.130,[Fe/H],-0.270,4.48,10.300,2.04000,2.3000,-37.77
1,2,,4877.00,0.77,0.85,0.260,[Fe/H],-0.558,4.59,,1.88623,,
1,2,,4877.00,0.77,0.85,0.260,[Fe/H],-0.518,4.59,,1.88623,,
1,1,,5644.00,0.99,0.83,-0.300,[Fe/H],-0.050,4.37,,2.28400,,
1,1,,5419.00,0.81,0.81,-0.280,[Fe/H],-0.302,4.53,,2.57700,,
1,1,,5200.00,0.84,0.90,0.200,[Fe/H],-0.353,4.55,,0.03700,,
1,1,,5065.00,0.74,0.81,-0.130,[Fe/H],-0.509,4.61,,2.98000,,
1,2,,4812.00,0.73,0.79,0.000,[Fe/H],-0.593,4.61,,2.73722,,-7.35
1,2,,4812.00,0.73,0.79,0.000,[Fe/H],-0.593,4.61,,2.73722,,-7.35
1,1,,5139.00,0.85,0.82,0.070,[Fe/H],-0.405,4.49,,0.50500,,
1,1,,5741.00,0.97,1.02,0.110,[Fe/H],-0.052,4.48,,6.93600,,7.52
1,1,,6747.00,1.61,1.40,0.000,[Fe/H],0.399,4.17,,0.41300,,
1,1,,5558.00,0.86,0.79,-0.370,[Fe/H],-0.205,4.46,,1.13000,,3.29
1,1,M4,3214.00,0.29,0.26,0.260,[Fe/H],-1.940,4.93,,15.20000,,
1,1,,5500.00,1.28,1.03,0.330,[Fe/H],0.140,4.21,8.960,0.80000,3.0000,-0.15
1,1,,4812.00,0.76,0.82,0.220,[Fe/H],-0.647,4.59,,4.35400,,
1,2,,5523.00,0.94,0.95,0.150,[Fe/H],-0.215,4.47,,1.44200,,
1,1,,5060.00,0.82,0.89,0.280,[Fe/H],-0.524,4.56,,2.86100,,
1,1,,4140.00,0.61,0.63,0.000,[Fe/H],-1.013,4.67,0.120,3.91000,3.5400,16.96
1,4,K2 V,4975.00,0.79,0.83,0.000,[Fe/H],-0.422,4.40,,2.51200,3.9000,15.88
1,4,K2 V,4975.00,0.79,0.83,0.000,[Fe/H],-0.422,4.40,,2.51200,3.9000,15.88
1,4,K2 V,4975.00,0.79,0.83,0.000,[Fe/H],-0.422,4.40,,2.51200,3.9000,15.88
1,4,K2 V,4975.00,0.79,0.83,0.000,[Fe/H],-0.422,4.40,,2.51200,3.9000,15.88
1,1,M0 V,3926.00,0.62,0.64,0.000,[Fe/H],-1.046,4.70,,3.41329,,-17.41
1,1,,5695.00,1.07,1.06,0.200,[Fe/H],-0.108,4.40,4.500,1.21700,3.2000,32.93
2,1,M3 V,3341.00,0.32,0.33,-0.210,[Fe/H],-1.930,4.96,1.000,14.20000,,71.60
1,1,,5529.00,1.02,0.95,0.162,[Fe/H],-0.505,4.39,,1.24000,,
2,1,G7 V,5358.00,0.86,0.94,0.160,[Fe/H],-0.295,4.54,2.600,2.90000,3.7000,32.88
3,2,,6302.00,1.51,1.19,-0.060,[Fe/H],0.420,4.23,4.000,0.48500,6.5000,19.76
3,2,,6302.00,1.51,1.19,-0.060,[Fe/H],0.420,4.23,4.000,0.48500,6.5000,19.76
1,1,,5520.00,0.90,0.93,0.080,[Fe/H],-0.166,4.50,3.720,1.77000,2.0000,25.13
1,1,G3 V,5725.00,1.09,1.00,0.070,[Fe/H],0.093,4.33,6.800,1.14000,4.6000,-28.18
1,1,,5532.00,0.95,0.96,0.218,[M/H],-0.180,4.52,,1.68821,,
1,1,,5612.00,1.20,0.99,0.194,[M/H],0.088,4.20,,0.89260,,42.93
1,1,K5 V,4444.00,0.70,0.74,0.140,[Fe/H],-0.716,4.63,,3.04300,2.2000,-16.62
1,3,M0.0&plusmn0.5 V,3896.00,0.56,0.60,-0.320,[Fe/H],-1.150,4.73,1.000,5.05000,,30.48
1,3,M0.0&plusmn0.5 V,3896.00,0.56,0.60,-0.320,[Fe/H],-1.150,4.73,1.000,5.05000,,30.48
1,3,M0.0&plusmn0.5 V,3896.00,0.56,0.60,-0.320,[Fe/H],-1.150,4.73,1.000,5.05000,,30.48
1,1,G6 V,5425.00,0.84,0.90,-0.150,[Fe/H],-0.256,4.54,3.900,2.11000,1.4000,35.43
1,1,,6100.00,1.24,1.09,-0.100,[Fe/H],0.283,3.94,,,29.0000,8.97
2,1,G7 V,5280.00,0.78,0.91,0.080,[Fe/H],-0.110,4.60,,1.19289,2.6000,-4.75
1,1,M(3.5+/-0.5) V,3300.00,0.20,0.17,-0.240,[Fe/H],-2.387,5.09,1.000,32.60000,5.0000,6.25
1,2,,3436.00,0.38,0.41,,,-1.830,4.89,,10.82654,,
1,2,,3436.00,0.38,0.41,,,-1.830,4.89,,10.82654,,
1,1,,3387.00,0.38,0.40,,,-1.871,4.88,,11.58286,,
1,1,,3851.00,0.55,0.56,,,-1.277,4.70,,4.49344,,
1,1,,5440.00,0.90,0.95,,,-0.237,4.51,,1.62082,,8.64
2,4,G9 V,5271.00,0.86,0.83,-0.060,[Fe/H],-0.296,4.49,7.900,1.83277,0.7000,-2.20
2,4,G9 V,5271.00,0.86,0.83,-0.060,[Fe/H],-0.488,4.49,7.900,1.83277,0.7000,-2.20
2,4,G9 V,5271.00,0.86,0.83,-0.060,[Fe/H],-0.488,4.49,7.900,1.83277,0.7000,-2.20
2,4,G9 V,5271.00,0.86,0.83,-0.060,[Fe/H],-0.488,4.49,7.900,1.83277,0.7000,-2.20
1,1,,3157.00,0.30,0.12,,,-2.125,4.55,,16.90184,,
1,1,,3855.00,0.58,0.60,,,-1.254,4.68,,3.97279,,-43.90
1,1,,4141.00,0.60,0.63,,,-1.039,4.68,,3.57867,,4.18
1,1,,3710.00,0.55,0.48,,,-1.339,4.63,,4.86477,,
1,1,,3752.00,0.51,0.52,,,-1.333,4.74,,5.31375,,
1,1,,3287.00,0.30,0.27,,,-2.048,4.84,,14.63907,,
1,1,,3924.00,0.69,0.51,,,-0.978,4.46,,2.80726,,
1,1,,5282.00,0.82,0.90,0.098,[Fe/H],-0.325,4.57,1.800,2.30000,1.9000,-19.25
1,1,M3.3,3540.00,1.05,0.56,,,-0.824,4.06,0.009,0.72000,8.2000,-6.70
1,1,F,6071.00,1.44,1.15,0.030,[Fe/H],0.400,4.18,2.880,0.67500,6.3100,46.31
1,2,K4 V,4402.71,0.62,0.70,0.040,[Fe/H],-0.719,4.70,,2.02725,3.0000,
1,2,K4 V,4402.71,0.62,0.70,0.040,[Fe/H],-0.719,4.70,,2.02725,3.0000,
1,2,K2 V,4916.00,0.72,0.79,-0.090,[Fe/H],-0.570,4.62,1.400,2.99000,2.0000,13.25
1,2,K2 V,4916.00,0.72,0.79,-0.090,[Fe/H],-0.570,4.62,1.400,2.99000,2.0000,13.25
1,3,G3 V,5413.00,0.85,0.90,-0.030,[Fe/H],-0.469,4.52,,1.80561,2.0000,-0.63
1,3,G3 V,5413.00,0.85,0.90,-0.030,[Fe/H],-0.408,4.52,,1.80561,2.0000,-0.63
1,3,G3 V,5413.00,0.85,0.90,-0.030,[Fe/H],-0.469,4.52,,1.80561,2.0000,-0.63
1,2,G2 V,5757.00,1.38,2.24,0.280,[Fe/H],0.000,4.35,,1.21000,2.0000,-35.33
1,2,G2 V,5757.00,1.10,1.07,0.280,[Fe/H],0.000,4.35,,0.90362,2.0000,-35.33
1,1,,4881.00,2.97,0.66,0.320,[Fe/H],0.674,3.44,3.090,0.04000,2.0100,24.35
1,1,,4014.73,0.57,0.64,-0.120,[Fe/H],-0.915,4.85,,2.81523,,
1,1,,4613.00,0.64,0.70,,,-0.703,4.66,,2.58259,,
1,2,,3840.60,0.54,0.57,,,-1.273,4.68,,4.39884,,
1,2,,3840.60,0.54,0.57,,,-1.212,4.68,,4.39884,,
1,1,,5912.00,1.58,1.15,0.000,[Fe/H],0.430,4.10,,0.32177,,47.46
1,1,,4103.00,0.45,0.50,,,-0.712,4.82,,2.12887,,
1,1,,6256.00,1.29,0.96,-0.320,[Fe/H],0.413,4.20,,0.60110,,
1,1,,5054.00,0.76,0.75,-0.224,[M/H],-0.482,4.54,,2.04062,,
1,1,,4899.00,0.73,0.77,-0.190,[M/H],-0.657,4.60,,2.69260,,
1,1,,4175.00,0.45,0.51,,,-0.774,4.81,,2.53526,,
1,2,K7.5 V,3930.00,0.57,0.61,-0.330,[Fe/H],-1.083,4.71,,4.40480,,
1,2,K7.5 V,3930.00,0.57,0.61,-0.330,[Fe/H],-1.083,4.71,,4.40480,,
1,2,,4326.00,0.55,0.61,-0.113,[M/H],-0.874,4.74,,2.55179,,
1,1,,7147.00,2.19,1.69,0.055,[Fe/H],0.027,3.98,,0.22000,,
1,1,,5263.00,0.81,0.85,-0.037,[Fe/H],-0.579,4.55,,2.29000,,43.34
1,1,,3798.00,0.38,0.42,,,-1.011,4.89,,3.36086,,
1,1,,4456.00,0.63,0.70,,,-0.784,4.67,,2.35056,,3.95
1,1,,4434.00,0.62,0.68,,,-0.830,4.68,,2.98676,,
1,3,,5413.00,0.86,0.89,0.110,[Fe/H],-0.398,4.52,,2.00934,,6.49
1,3,,5413.00,0.86,0.89,0.110,[Fe/H],-0.412,4.52,,2.00934,,6.49
1,3,,5413.00,0.86,0.89,0.110,[Fe/H],-0.412,4.52,,2.00934,,6.49
1,2,,5055.00,0.73,0.77,,,-0.660,4.59,,4.00081,,
1,2,,5055.00,0.73,0.77,,,-0.660,4.59,,4.00081,,
1,1,,5850.00,0.96,0.97,-0.140,[Fe/H],-0.120,4.40,,1.84715,,7.69
1,1,G4 V,5500.00,1.12,0.97,0.010,[Fe/H],0.282,4.07,10.000,0.99000,2.2000,-45.48
1,1,,6293.00,1.36,1.21,0.170,[Fe/H],-0.015,4.25,,1.43264,,-8.15
1,2,,4880.00,0.73,0.77,-0.290,[Fe/H],-0.727,4.60,,3.00696,,4.93
1,2,,4880.00,0.73,0.77,-0.290,[Fe/H],-0.781,4.60,,3.00696,,4.93
1,2,,6771.00,1.63,1.40,,,0.219,4.15,,0.71318,,-10.84
1,2,,6771.00,1.63,1.40,,,0.219,4.15,,0.71318,,-10.84
1,1,,5312.00,0.73,0.74,,,-0.234,4.58,,1.97545,,
1,1,,5213.00,0.84,0.87,-0.340,[Fe/H],-0.328,4.53,,,,
1,1,,5887.00,1.67,1.11,-0.047,[Fe/H],0.506,4.03,,0.29907,3.7000,46.24
1,1,,4746.00,0.68,0.73,-0.210,[Fe/H],-0.673,4.63,,3.28491,,18.73
1,1,,4127.00,0.49,0.55,,,-1.356,4.79,,5.05142,,
1,1,,5772.00,0.96,0.97,-0.070,[Fe/H],0.405,3.82,,0.34003,,
1,1,,5622.00,0.93,0.94,0.060,[Fe/H],-0.429,4.48,,2.39642,,
1,1,,4006.00,0.43,0.48,,,-1.519,4.85,,6.24198,,
1,4,,3360.47,0.33,0.27,,,-1.837,4.90,,12.29770,,
1,4,,3360.47,0.33,0.27,,,-1.837,4.90,,12.29770,,
1,4,,3360.47,0.33,0.27,,,-1.837,4.90,,12.29770,,
1,4,,3360.47,0.33,0.27,,,-1.837,4.90,,12.29770,,
1,1,,5922.00,1.06,1.05,0.090,[Fe/H],0.076,4.41,,1.26589,,-38.41
1,1,,6060.00,0.98,0.96,-0.210,[Fe/H],0.060,4.44,,1.46962,,28.65
1,2,,5995.00,1.56,1.16,0.300,[Fe/H],0.349,4.12,,0.45516,,4.37
1,2,,5995.00,1.56,1.16,0.300,[Fe/H],0.349,4.12,,0.45516,,4.37
1,1,,4970.00,0.76,0.80,0.290,[Fe/H],-0.500,4.47,0.850,2.50000,4.0000,7.35
1,1,,5926.00,1.28,1.06,0.200,[Fe/H],0.018,4.25,,0.54023,,-10.63
1,2,K3 V,4870.00,0.74,0.78,-0.020,[Fe/H],-0.553,4.52,,2.36326,2.0000,
1,2,K3 V,4870.00,0.74,0.78,-0.020,[Fe/H],-0.583,4.52,,2.36326,2.0000,
1,3,,5441.00,0.87,0.90,0.070,[Fe/H],-0.432,4.52,,1.90744,,16.78
1,3,,5441.00,0.87,0.90,0.070,[Fe/H],-0.432,4.52,,1.90744,,16.78
1,3,,5377.00,0.84,0.91,0.070,[Fe/H],-0.432,4.65,,1.90744,,16.78
1,1,,4674.13,0.63,0.75,,,-0.569,4.67,,2.51722,,
1,2,,3910.00,0.42,0.48,,,-1.204,4.86,,4.40180,,
1,2,,3910.00,0.42,0.48,,,-1.204,4.86,,4.40180,,
1,2,,5652.00,0.93,0.95,0.278,[M/H],-0.423,4.48,,2.29121,,7.64
1,2,,5652.00,0.93,0.95,0.278,[M/H],-0.423,4.48,,2.29121,,7.64
1,1,,4268.00,0.51,0.57,-0.140,[Fe/H],-0.812,4.78,,2.35191,,-3.94
1,1,,5482.00,0.76,0.79,-0.350,[Fe/H],-0.386,4.58,,2.16081,,122.52
1,1,,5747.00,1.40,1.16,0.328,[Fe/H],-0.098,4.21,,0.59000,,
1,1,,3537.00,0.26,0.26,,,-1.545,5.02,,7.18129,,
1,1,,3691.00,0.32,0.35,,,-1.327,4.96,,4.89287,,15.33
1,1,M2.5 V,3390.00,0.31,0.30,-0.250,[Fe/H],-1.921,4.82,1.000,9.88000,,-31.02
1,2,,4484.00,0.62,0.63,-0.225,[Fe/H],-0.953,4.65,,3.74000,,19.16
1,2,,4421.98,0.63,0.70,-0.038,[M/H],-0.953,4.79,,3.30792,,19.16
1,1,,3622.00,0.28,0.29,,,-1.841,5.00,,10.36688,,
1,1,M3.0,3548.00,0.42,0.44,-0.030,[Fe/H],-1.635,4.84,0.790,1.12000,2.6000,35.85
1,1,,4717.00,4.47,1.20,0.330,[Fe/H],0.919,3.22,7.800,0.27900,2.8000,17.09
1,1,F8 V,6172.00,1.57,1.20,-0.060,[Fe/H],0.504,4.13,5.200,0.63300,6.1000,76.75
1,1,G0 IV,6217.00,2.63,1.63,0.210,[Fe/H],0.961,3.81,2.400,0.09900,9.3000,-2.08
1,1,,6518.00,1.46,1.32,0.131,[M/H],0.542,4.25,,0.62059,56.0000,-14.20
1,1,G0 V,5948.00,1.21,1.11,0.090,[Fe/H],0.217,4.32,4.500,0.88900,,31.61
1,1,G8/K0 IV,5375.00,2.69,1.44,0.170,[Fe/H],0.744,3.70,,0.10400,2.6600,35.00
1,1,,6279.00,2.37,1.59,0.190,[Fe/H],0.892,3.89,2.200,0.16800,,-23.60
1,1,G4,5720.00,1.52,1.24,0.320,[Fe/H],0.279,4.17,5.110,0.49500,3.3000,34.59
2,1,,6003.00,1.78,2.06,0.050,[Fe/H],0.412,4.17,,0.51000,7.6000,12.20
2,1,F7 V,6236.00,1.36,1.21,-0.002,[Fe/H],0.401,4.25,3.100,0.67900,7.6000,-29.70
1,1,A,7454.00,1.65,1.64,-0.018,[Fe/H],0.876,4.22,0.650,0.51800,44.2000,28.00
2,1,F4 V,6670.00,1.91,1.52,0.090,[Fe/H],0.813,4.06,1.900,0.31110,12.3000,-11.60
2,1,A8 V,7500.00,1.83,1.62,-0.120,[Fe/H],0.978,4.13,,0.37600,84.8000,-8.50
2,1,F8,6327.00,1.93,1.54,0.000,[Fe/H],0.689,4.50,3.970,0.30000,9.0000,-47.30
1,1,A2 V,8720.00,1.56,1.76,-0.290,[Fe/H],1.104,4.29,0.600,0.64100,117.4000,-23.30
1,1,A8 V,7598.00,1.64,1.46,-0.405,[Fe/H],0.905,4.17,1.600,0.46800,146.0300,-13.00
2,1,G2 V,5899.00,1.00,0.94,-0.105,[Fe/H],0.034,4.42,6.400,1.34900,2.4200,-15.22
1,1,F5,6509.00,1.51,1.46,0.186,[Fe/H],0.565,4.25,0.780,0.60300,19.7600,-5.75
2,1,,6304.00,1.70,1.96,0.050,[Fe/H],0.625,4.20,3.000,0.56000,10.2000,27.90
3,1,F,6206.00,1.60,1.20,-0.116,[Fe/H],0.535,4.11,4.440,0.41100,6.0000,-23.50
1,2,F8,6102.00,1.73,1.42,-0.280,[Fe/H],0.493,4.07,6.100,0.39000,4.5300,1.10
1,2,F8,6272.00,1.53,1.13,-0.270,[Fe/H],0.555,4.12,4.900,0.44000,4.5300,1.10
1,1,F,6768.00,1.81,1.76,0.000,[Fe/H],0.758,4.50,1.300,0.42000,69.3000,40.75
1,1,G2 V,5754.00,1.46,0.81,0.270,[Fe/H],0.265,4.08,5.400,0.37000,3.7000,-31.20
2,1,B9.5-A0,10170.00,2.36,2.52,-0.030,[Fe/H],1.724,4.09,0.300,0.27020,111.4000,-20.57
1,3,,27500.00,0.18,0.47,-0.093,[Fe/H],1.431,5.35,,113.61776,,25.00
1,3,,27500.00,0.18,0.47,-0.093,[Fe/H],1.431,5.35,,113.61776,,25.00
1,3,,27500.00,0.18,0.47,-0.093,[Fe/H],1.431,5.35,,113.61776,,25.00
1,1,,6091.00,1.01,1.01,-0.040,[Fe/H],0.129,4.42,,0.80974,,
1,1,,6175.00,1.01,0.98,-0.420,[Fe/H],0.405,4.44,,0.48871,,
2,1,F7 V,6305.24,1.17,1.21,-0.360,[M/H],0.668,4.32,,3.35644,,
1,2,,6340.00,1.24,1.07,-0.380,[Fe/H],0.641,4.16,3.160,0.41292,,
2,1,,6258.00,1.52,0.98,-0.500,[Fe/H],0.556,4.08,,0.25790,,-23.02
1,1,A,7067.00,2.01,1.63,-0.020,[Fe/H],0.996,4.00,,0.23228,120.0000,
1,2,,6474.00,1.26,1.04,-0.160,[Fe/H],0.265,4.31,,0.31886,,
1,2,,6474.00,1.26,1.04,-0.160,[Fe/H],0.265,4.31,,0.31886,,
1,2,,6065.00,1.03,0.98,-0.280,[Fe/H],0.792,4.42,3.000,0.23283,,
1,1,,,,0.48,,,,,,,,
1,1,,,,0.09,,,,,,,,
1,1,,,,0.45,,,,,,,,
1,1,,,,0.04,,,,,,,,
1,1,,,,0.49,,,,,,,,
1,1,,,,0.07,,,,,,,,
1,1,,,,0.50,,,,,,,,
1,1,,,,0.64,,,,,,,,
1,1,,,,0.76,,,,,,,,
1,1,,,,0.37,,,,,,,,
1,1,,,,0.33,,,,,,,,
1,1,,,,1.14,,,,,,,,
1,1,,,,0.09,,,,,,,,
1,1,,,,1.09,,,,,,,,
1,1,M,,,0.09,,,,,,,,
1,1,,,,0.76,,,,,,,,
1,1,,,,0.48,,,,,,,,
1,1,,,,0.31,,,,,,,,
1,2,,6635.00,1.40,1.50,0.081,[M/H],0.626,4.31,1.450,0.80000,60.0000,-14.68
2,1,G5 V,5520.00,1.13,0.99,0.270,[Fe/H],0.029,4.32,9.300,0.99000,4.6000,8.80
3,1,,7650.00,1.74,1.72,0.200,[Fe/H],0.971,4.20,1.120,0.49629,65.0000,
1,3,G6 V,5466.00,0.90,0.99,0.270,[Fe/H],-0.165,4.53,1.600,1.50172,1.8000,-20.45
1,3,G6 V,5466.00,0.90,0.99,0.270,[Fe/H],-0.223,4.53,2.200,1.50172,1.8000,-20.45
1,2,,5833.00,0.97,1.02,0.060,[Fe/H],0.162,4.47,4.700,0.00634,,
1,2,,5833.00,0.97,1.02,0.060,[Fe/H],0.162,4.47,4.700,0.01743,,
1,2,,5922.00,1.14,1.08,0.110,[Fe/H],0.213,4.30,0.200,0.87299,,
1,2,,5922.00,1.14,1.08,0.110,[Fe/H],0.213,4.30,0.200,0.69068,,
1,3,,5233.00,0.83,0.90,0.080,[Fe/H],-0.308,4.53,0.800,1.85161,,
