pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_gaiamag
BD+48 738 b,BD+48 738,1,1,0,392.6,1,13.9,1.24,289.2253,0.91,Msini,0.2,,,0,K0 III,4414,11,0.74,-0.2,[Fe/H],1.69,2.24,,,1,,-5.81,8.65569
BD+48 740 b,BD+48 740,1,1,0,733,1.7,13.5,1.2,540.311,1.7,Msini,0.76,,,0,K3 III,4534,10.33,1.09,-0.13,[Fe/H],1.64,2.48,,,0.7,746,-45.93,8.26449
BD+49 828 b,BD+49 828,1,1,0,2590,4.2,13.5,1.21,508.5,1.6,Msini,0.35,,,0,K0,4943,7.6,1.52,-0.19,[Fe/H],1.47,2.85,2.34,,1.7,,3.61,9.02851
BD-06 1339 b,BD-06 1339,1,2,0,3.8728,0.0428,2.85,0.254,8.5,0.027,Msini,0,,,0,K7/M0 V,4324,0.69,0.7,-0.14,[Fe/H],-1.022,4.74,4.4,2.747,0.57,,23.62,9.10677
BD-06 1339 c,BD-06 1339,1,2,0,125.94,0.435,8.38,0.747,53,0.17,Msini,0.31,,,0,K7/M0 V,4324,0.69,0.7,-0.14,[Fe/H],-1.022,4.74,4.4,2.747,0.57,,23.62,9.10677
BD-08 2823 b,BD-08 2823,1,2,0,5.6,0.06,3.61,0.322,12.7132,0.04,Msini,0.15,,,0,K3 V,4816,0.71,0.5,-0.06,[Fe/H],-0.626,4.43,4.5,3.31801,1.4,,53.34,9.50331
BD-08 2823 c,BD-08 2823,1,2,0,237.6,0.68,12.5,1.11,104,0.33,Msini,0.19,,,0,K3 V,4746,0.72,0.74,-0.07,[Fe/H],-0.626,4.13,4.5,3.31801,1.4,,53.34,9.50331
BD-10 3166 b,BD-10 3166,1,1,0,3.48777,0.04,14.1,1.26,187.5197,0.59,Msini,0.02,,,0,K0 V,5393,0.91,1.47,0.38,[Fe/H],-0.191,4.69,1,1.53276,0.92,,26.4,9.83981
BD-11 4672 b,BD-11 4672,1,2,0,1634,2.36,14.1,1.25,206.5895,0.65,Msini,0.05,,,0,K7 V,4550,0.64,0.65,-0.35,[Fe/H],-0.804,4.64,7.4,3.53,1,25,-87.3,9.48511
BD-11 4672 c,BD-11 4672,1,2,0,74.2,0.3,4.04,0.36,15.37,0.04836,Msini,0.4,,,0,K7V,4550,0.64,0.65,-0.35,[Fe/H],-0.804,4.64,7.4,3.53,1,25,-87.3,9.48511
BD-13 2130 b,BD-13 2130,1,1,0,714.29999,1.66,12.5,1.11,3108.3774,9.78,Msini,0.21,,,0,G5 IV/V,4545,19.17,2.12,-0.08,[Fe/H],2.043,2.2,0.74,,,,18.31,9.69971
BD-17 63 b,BD-17 63,1,1,0,655.6,1.34,12.8,1.15,1620.9,5.1,Msini,0.54,,,0,K5 V,4714,0.69,0.74,-0.03,[Fe/H],-0.678,4.26,4.3,2.75844,1.5,,3.4,9.20112
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,0,10037.5,2.6,12.4,1.11,3337.1,10.5,Mass,,,370,0,,580.5,,0.02,,,,4.72,,,,,,
CHXR 73 b,CHXR 73,1,1,0,,210,12.3,1.1,3994.486,12.569,Mass,,,,0,M3.5,3099,,0.35,,,,,0.002,,,,,17.2934
CI Tau b,CI Tau,1,1,0,8.9891,,12.4,1.11,3686.828,11.6,Mass,0.25,,,0,K7,3807,1.88,0.9,,,-0.108,,0.003,,,,18,12.1454
CT Cha b,CT Cha,1,1,0,,440,24.66,2.2,5403,17,Mass,,,2600,0,K5e,4403,1.68,,-0.56,[Fe/H],-0.102,3.66,0.002,,13.97,,,11.7733
CoRoT-1 b,CoRoT-1,1,1,0,1.5089557,0.02752,16.7,1.49,327.35,1.03,Mass,0,,1898,0,G0 V,5950,1.11,0.95,-0.3,[M/H],0.298,4.25,1.6,0.93,5.2,,23.35,13.457
CoRoT-10 b,CoRoT-10,1,1,0,13.2406,0.1055,10.87,0.97,874,2.75,Mass,0.53,,600,0,K1 V,5075,0.79,0.89,0.26,[Fe/H],-0.726,4.65,3,3.32,2,,15.33,14.6645
CoRoT-11 b,CoRoT-11,1,1,0,2.99433,0.0436,16.03,1.43,740.51,2.33,Mass,0,,1657,0,F6 V,6440,1.37,1.27,-0.03,[Fe/H],0.378,4.22,2,0.69,40,,-1.34,12.841
CoRoT-12 b,CoRoT-12,1,1,0,2.828042,0.04016,16.14,1.44,291.438,0.917,Mass,0.07,,1442,0,,5675,1.12,1.08,0.16,[Fe/H],0.07,4.38,6.3,1.08,1,,,15.3453
CoRoT-13 b,CoRoT-13,1,1,0,4.03519,0.051,9.92,0.885,415.704,1.308,Mass,0,,1700,0,G0 V,5945,1.01,1.09,0.01,[Fe/H],0.073,4.46,1.635,1.468,4,,22.45,14.9147
CoRoT-14 b,CoRoT-14,1,1,0,1.51214,0.027,12.22,1.09,2415.4,7.6,Mass,0,,1952,0,F9 V,6035,1.21,1.13,0.05,[Fe/H],0.119,4.35,4.2,0.91,9,,,15.8116
CoRoT-16 b,CoRoT-16,1,1,0,5.35227,0.0618,13.11,1.17,170.032,0.535,Mass,0.33,,,0,G5 V,5650,1.19,1.1,0.19,[M/H],-0.435,4.36,6.73,0.93,1,,,15.6507
CoRoT-17 b,CoRoT-17,1,1,0,3.7681,0.0461,11.43,1.02,772.29,2.43,Mass,0,,1626,0,G2 V,5740,1.59,1.04,0,[Fe/H],0.134,4.4,10.7,0.32,4.5,,54.77,15.4368
CoRoT-18 b,CoRoT-18,1,1,0,1.9000693,0.0295,14.68,1.31,1102.82,3.47,Mass,0.08,,1550,0,G9 V,5440,1,0.95,-0.1,[Fe/H],-0.17,4.4,0.032,1.35,8,5.4,29.55,14.8009
CoRoT-19 b,CoRoT-19,1,1,0,3.89713,0.0518,14.46,1.29,352.78,1.11,Mass,0.047,,2000,0,F9 V,6090,1.65,1.21,-0.02,[Fe/H],0.544,4.07,5,0.38,6,,24.16,13.7831
CoRoT-20 b,CoRoT-20,1,2,0,9.24285,0.09,9.416,0.84,1366.669,4.3,Mass,0.59,,1024,0,G2 V,5880,1.02,1.14,0.14,,0.17,4.35,0.1,1.51,4.5,,60.62,14.4686
CoRoT-20 c,CoRoT-20,1,2,0,1675,2.9,12.2,1.09,5403.11,17,Msini,0.6,,,0,G2 V,4947.5,1.37,1.14,0.14,,0.006,4.35,0.1,1.51,4.5,,60.62,14.4686
CoRoT-21 b,CoRoT-21,1,1,0,2.72474,0.0417,14.572,1.3,718.2958,2.26,Mass,0,,,0,F8 IV,6200,1.95,1.29,0,[Fe/H],0.705,3.7,4.1,0.255,11,,101,15.8558
CoRoT-22 b,CoRoT-22,1,1,0,9.75598,0.092,4.88,0.435,12.2,0.038,Mass,0.077,,885,0,G3 V,5939,1.14,1.1,0.17,[Fe/H],0.014,4.36,3.3,1.027,4,,,13.7305
CoRoT-23 b,CoRoT-23,1,1,0,3.6313,0.048,11.77,1.05,889.9,2.8,Mass,0.16,,1660,0,G0 V,5900,1.61,1.14,0.05,[Fe/H],0.087,4.3,7.2,0.5,9,,-35.18,15.0681
CoRoT-24 b,CoRoT-24,1,2,0,5.1134,0.056,3.7,0.33,5.7,0.018,Mass,0,,1070,0,K1 V,4950,0.86,0.91,0.3,[Fe/H],-0.601,4.55,11,1.94863,2,,51.37,15.1801
CoRoT-24 c,CoRoT-24,1,2,0,11.759,0.098,5,0.44,28,0.088,Mass,0,,850,0,K1 V,4950,0.86,0.91,0.3,[Fe/H],-0.601,4.55,11,1.94863,2,,51.37,15.1801
CoRoT-25 b,CoRoT-25,1,1,0,4.86069,0.0578,12.11,1.08,85.81,0.27,Mass,0,,1330,0,F9,6040,1.19,1.09,-0.01,[Fe/H],0.141,4.31,4.5,0.64637,4.3,,-15.42,14.711
CoRoT-26 b,CoRoT-26,1,1,0,4.20474,0.0526,14.12,1.26,165.26,0.52,Mass,0,,1600,0,G5,5590,1.79,1.09,0.01,[Fe/H],0.451,3.99,8.6,,2,,15.51,15.4682
CoRoT-27 b,CoRoT-27,1,1,0,3.57532,0.0476,11.287,1.007,3302.11,10.39,Mass,0.065,,1500,0,G2,5900,1.08,1.05,-0.1,[M/H],-0.166,4.4,4.21,1.24,4,,-4.09,15.3902
CoRoT-28 b,CoRoT-28,1,1,0,5.20851,0.0603,10.705,0.955,153.82972,0.484,Mass,0.047,,,0,G8/9 IV,5150,1.78,1.01,0.15,[Fe/H],0.388,3.6,12,0.27,3,,,13.4119
CoRoT-29 b,CoRoT-29,1,1,0,2.85057,0.0386,10.088,0.9,270.1555,0.85,Mass,0.082,,,0,K0 V,5260,0.9,0.97,0.2,[Fe/H],-0.094,4.3,4.5,1.825,3.5,,,15.2394
CoRoT-3 b,CoRoT-3,1,1,0,4.2568,0.05783,11.32,1.01,6883.91,21.66,Mass,0,,1695,0,F3 V,6740,1.56,1.37,0.14,[Fe/H],0.391,4.22,2.2,0.431,17,,-56.16,13.2188
CoRoT-30 b,CoRoT-30,1,1,0,9.06005,0.0844,11.31,1.009,921.707,2.9,Mass,0.007,,,0,G3 V,5650,0.91,0.98,0.02,[Fe/H],-0.197,4.4,3,1.54162,4.3,,-34.93,15.413
CoRoT-31 b,CoRoT-31,1,1,0,4.62941,0.0586,16.365,1.46,266.9772,0.84,Mass,0.02,,,0,G2 IV,5700,2.15,1.25,0,[Fe/H],0.398,3.85,4.7,0.1518,2.8,,18.6,15.4655
CoRoT-4 b,CoRoT-4,1,1,0,9.20205,0.09,13.34,1.19,228.83,0.72,Mass,0,,1074,0,,6190,1.17,1.16,0.05,,0.185,4.41,1,1.11,6.4,8.9,32.3,13.5613
CoRoT-5 b,CoRoT-5,1,1,0,4.0378962,0.04947,15.558,1.388,148.42,0.467,Mass,0.09,,1438,0,F9 V,6100,1.19,1,-0.25,[M/H],0.18,4.19,6.9,1.01,1,,,13.9021
CoRoT-6 b,CoRoT-6,1,1,0,8.886593,0.0855,13.068,1.166,940.74,2.96,Mass,0.1,,1017,0,F9 V,6090,1.02,1.05,-0.2,[Fe/H],0.026,4.43,2.5,1.31,7.6,6.4,-18.24,13.7459
CoRoT-7 b,CoRoT-7,1,2,0,0.85359163,0.017016,1.681,0.15,4.07661,0.01283,Mass,0,,1756,0,G9 V,5275,0.83,0.82,0.05,[Fe/H],-0.289,4.5,1.75,2,3.5,,31.17,11.5239
CoRoT-7 c,CoRoT-7,1,2,0,3.698,0.046,2.83,0.253,8.4,0.02643,Mass,0,,,0,G9 V,5256,0.86,0.9,0.06,[M/H],-0.289,4.52,1.75,1.96324,3.5,,31.17,11.5239
CoRoT-8 b,CoRoT-8,1,1,0,6.21229,0.063,6.39,0.57,69.92,0.22,Mass,0,,870,0,K1 V,5080,0.77,0.88,0.3,[M/H],-0.4,4.58,3,2.7,2,,-37.47,14.2195
CoRoTID 223977153 b,CoRoTID 223977153,1,1,0,6.71837,0.071,6.389,0.57,47.6745,0.15,Mass,,132.26,938,0,G0 VI,5970,0.79,1.08,0,[Fe/H],-0.155,4.67,,1.57283,3.2,,,13.5867
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,0,246.36,0.36,11.9,1.06,9057.77,28.5,Mass,0.345,,,0,L1.5,,,0.07,,,,,1,,,,,18.5577
DH Tau b,DH Tau,1,1,0,,330,30.264,2.7,3496,11,Mass,,,2200,0,M0.5,4371,0.27,0.33,,,-0.212,4,0.001,0.37705,,,,12.4961
DMPP-1 b,DMPP-1,1,4,0,18.57,0.1462,5.29,0.472,24.27,0.07636,Msini,0.083,,877,0,F8 V,6196,1.26,1.21,,,0.32,4.41,2.01,0.81281,3.41,,28.61,7.85032
DMPP-1 c,DMPP-1,1,4,0,6.584,0.0733,3.06,0.273,9.6,0.0302,Msini,0.057,,1239,0,F8 V,6196,1.26,1.21,,,0.32,4.41,2.01,0.81281,3.41,,28.61,7.85032
DMPP-1 d,DMPP-1,1,4,0,2.882,0.0422,1.65,0.147,3.35,0.01054,Msini,0.07,,1632,0,F8 V,6196,1.26,1.21,,,0.32,4.41,2.01,0.81281,3.41,,28.61,7.85032
DMPP-1 e,DMPP-1,1,4,0,5.516,0.0651,1.86,0.166,4.13,0.01299,Msini,0.07,,1314,0,F8 V,6196,1.26,1.21,,,0.32,4.41,2.01,0.81281,3.41,,28.61,7.85032
DMPP-2 b,DMPP-2,1,1,0,5.2072,0.0664,14.3,1.28,138.89171,0.437,Msini,0.078,,1000,0,F5 V,6500,1.78,1.44,,,0.104,4.1,2,0.24354,5.1,,8.27,8.45824
EPIC 201170410.02,EPIC 201170410,1,1,0,6.7987,0.0349,1.047,0.093,1.15,0.0036,M-R relationship,0,,,0,,3648,0.28,0.29,-0.048,[Fe/H],-1.9,5,,,,,,16.4386
EPIC 201238110 b,EPIC 201238110,1,1,0,28.1656,,1.87,0.167,4.16,0.0131,M-R relationship,,,,0,,3587,0.37,0.41,,,-1.508,4.78,,6.73294,,,,15.2612
EPIC 201497682 b,EPIC 201497682,1,1,0,2.13174,,0.692,0.062,0.26,0.00082,M-R relationship,,,,0,,4991,0.55,0.78,-0.089,[M/H],-0.766,4.63,,3.22926,,,,13.7368
EPIC 201615463 c,K2-166,1,2,0,3.80464,,1.22,0.109,1.98,0.00624,M-R relationship,,,,0,,5942.5,1.6,1.07,-0.051,[M/H],0.458,4.09,,0.42293,,,,11.9456
EPIC 201754305 d,K2-16,1,3,0,2.71578,,1.03,0.092,1.08,0.0034,M-R relationship,,,,0,K3 V,4761,0.54,0.67,-0.33,[Fe/H],-0.761,4.63,,2.95996,2,,,14.3234
EPIC 201757695.02,EPIC 201757695,1,1,0,2.0478,0.0296,0.908,0.081,0.688,0.00217,M-R relationship,0,,,0,,4520,0.66,0.73,-0.003,[Fe/H],-0.364,4.66,,,,,,
EPIC 201833600 c,K2-50,1,2,0,3.96151,,1,0.089,0.972,0.00306,M-R relationship,,,,0,,4292.67,0.63,0.61,-0.113,[M/H],-0.874,4.74,,2.55179,,,,14.2575
EPIC 201841433 b,EPIC 201841433,1,1,0,4.1698,0.035,1.04,0.093,1.12,0.00352,M-R relationship,,,,0,,5053,0.63,0.8,0,[Fe/H],-0.635,4.59,,2.65207,,,,14.5885
EPIC 205950854 c,K2-168,1,2,0,8.050722,,1.31,0.117,2.27,0.00714,M-R relationship,,,961,0,,5502.7,0.83,0.88,-0.13,[Fe/H],-0.176,4.39,,1.2704,,,-10.09,12.0976
EPIC 206024342 b,EPIC 206024342,1,1,0,4.50756,,1.7,0.152,3.53,0.0111,M-R relationship,,,,0,,5759,0.82,0.93,,,-0.17,4.59,,2.3828,,,,12.9682
EPIC 206032309 b,EPIC 206032309,1,1,0,2.87814,,1.01,0.09,1.01,0.00317,M-R relationship,,,,0,,3489,0.37,0.22,,,-1.73,4.85,,9.77858,,,,16.0689
EPIC 206042996 b,EPIC 206042996,1,1,0,5.29711,,1.62,0.145,3.26,0.0102,M-R relationship,,,,0,,4055,0.67,0.56,,,-0.98,4.58,,2.90458,,,,15.9752
EPIC 206215704 b,EPIC 206215704,1,1,0,2.25372,,0.9,0.08,0.666,0.0021,M-R relationship,,,,0,,3467,0.37,0.41,,,-2.088,4.99,,19.87982,,,,16.1722
EPIC 206317286 b,EPIC 206317286,1,1,0,1.58252,,0.96,0.086,0.84,0.00264,M-R relationship,,,,0,,4864,0.67,0.71,,,-0.593,4.57,,2.51975,,,,13.774
EPIC 211822797 b,EPIC 211822797,1,1,0,21.169861,0.131,1.98,0.177,4.58,0.0144,M-R relationship,0.06,3.5,,0,M0,4148.21,0.57,0.66,0.14,[Fe/H],-1.153,4.65,0.79,3.87972,2.6,14.6,34.85,14.5263
EPIC 211945201 b,EPIC 211945201,1,1,0,19.49221,0.1493,5.76,0.514,27,0.08495,Mass,0,,817,0,G0,6069,1.39,1.17,0.1,[Fe/H],0.373,4.22,3.99,2.253,4,,1.26,10.0512
EPIC 212297394 b,EPIC 212297394,1,1,0,2.28943,,1.323,0.118,2.31,0.00727,M-R relationship,,,,0,,4987.49,0.75,0.83,,,-0.505,4.58,,2.50384,,,,14.1864
EPIC 212424622 b,EPIC 212424622,1,1,0,18.0983,,2.17,0.194,5.35,0.0168,M-R relationship,,,,0,,5782.33,1.22,1.11,,,0.179,4.3,,0.84195,,,,13.2026
EPIC 212499991 b,EPIC 212499991,1,1,0,34.885,,1.6,0.143,3.19,0.01,M-R relationship,,,,0,,4982.79,0.76,0.91,,,-0.497,4.61,,2.81669,,,,13.3118
EPIC 212587672 b,EPIC 212587672,1,1,0,15.2841,,1.12,0.1,1.46,0.00459,M-R relationship,,,,0,,5864.75,0.98,0.95,-0.21,[Fe/H],0.006,4.54,,1.85888,,,,12.2038
EPIC 212737443 b,EPIC 212737443,1,2,0,13.603,0.098,2.586,0.231,7.2,0.0227,M-R relationship,0.2,,536,0,K3,4684,0.67,0.69,-0.137,[Fe/H],-0.751,4.62,,3.19,,,-16,14.4776
EPIC 212737443 c,EPIC 212737443,1,2,0,65.55,0.28,2.69,0.24,7.7,0.0242,M-R relationship,0.2,,316,0,K3,4684,0.67,0.69,-0.137,[Fe/H],-0.804,4.62,,3.19,,,-16,14.4776
EPIC 220554210 c,K2-282,1,2,0,0.70531,,1.48,0.132,2.79,0.00879,M-R relationship,,,,0,,5523,1.01,0.94,0.15,[Fe/H],-0.215,4.47,,1.442,,,,13.8183
EPIC 220674823 b,EPIC 220674823,1,2,0,0.571331,0.0134,1.82,0.162,7.72,0.02429,Mass,0,4293,2119,0,G5 V,5617,0.98,0.97,0.13,[Fe/H],-0.119,4.45,5,1.35,2.62,,-15.86,11.9535
EPIC 220674823 c,EPIC 220674823,1,2,0,13.339079,0.1091,2.73,0.244,5.8,0.01825,Mass,0.18,64,741,0,G5 V,5617,0.98,0.97,0.13,[Fe/H],-0.119,4.45,5,1.35,2.62,,-15.86,11.9535
EPIC 248847494 b,EPIC 248847494,1,1,0,3650,4.5,12.442,1.11,4131.79,13,Mass,0,0.19,183,0,,4898,2.7,0.9,-0.23,[Fe/H],0.548,3.52,,0.064,,,30.58,12.1722
EPIC 249893012 b,EPIC 249893012,1,3,0,3.5951,0.047,1.95,0.174,8.75,0.02753,Mass,0.06,1037,1616,0,G8 IV/V,5430,1.71,1.05,0.2,[Fe/H],0.356,3.99,9,0.298,2.1,41,22.36,11.4019
EPIC 249893012 c,EPIC 249893012,1,3,0,15.624,0.13,3.67,0.327,14.67,0.04616,Mass,0.07,160,990,0,G8 IV/V,5430,1.71,1.05,0.2,[Fe/H],0.356,3.99,9,0.298,2.1,41,22.36,11.4019
EPIC 249893012 d,EPIC 249893012,1,3,0,35.747,0.22,3.94,0.352,10.18,0.03203,Mass,0.15,53,752,0,G8 IV/V,5430,1.71,1.05,0.2,[Fe/H],0.356,3.99,9,0.298,2.1,41,22.36,11.4019
FU Tau b,FU Tau,1,1,0,,800,12.2,1.09,5085.28,16,Mass,,,2375,0,M7.25,2838,,0.05,,,-0.699,,0.001,,,,,15.2412
G 9-40 b,G 9-40,1,1,0,5.746007,0.0385,2.025,0.181,4.76,0.015,M-R relationship,0,7.2,456,0,M2.5 V,3348,0.31,0.29,0.04,[Fe/H],-1.971,4.93,9.9,14.11,2,29.85,14.65,12.7331
GJ 1061 b,GJ 1061,1,3,0,3.204,0.021,1.1,0.098,1.37,0.00431,Msini,0.31,3.8,,0,M5.5 V,2953,0.16,0.12,-0.08,[Fe/H],-2.77,5.16,7,47.5619,2.5,,1.06,10.9889
GJ 1061 c,GJ 1061,1,3,0,6.689,0.035,1.18,0.105,1.74,0.00547,Msini,0.29,1.4,,0,M5.5 V,2953,0.16,0.12,-0.08,[Fe/H],-2.77,5.16,7,47.5619,2.5,,1.06,10.9889
GJ 1061 d,GJ 1061,1,3,0,13.031,0.054,1.16,0.103,1.64,0.00516,Msini,0.53,0.6,,0,M5.5 V,2953,0.16,0.12,-0.08,[Fe/H],-2.77,5.16,7,47.5619,2.5,,1.06,10.9889
GJ 1132 b,GJ 1132,1,2,0,1.628931,0.0153,1.13,0.101,1.66,0.00522,Mass,0.22,,529,0,M4.5 V,3270,0.21,0.18,-0.12,[Fe/H],-2.359,4.88,5,15.4,2,122.3,35.08,12.138
GJ 1132 c,GJ 1132,1,2,0,8.929,0.0476,1.43,0.128,2.64,0.00831,Msini,0.27,,300,0,M4.5 V,3270,0.21,0.18,-0.12,[Fe/H],-2.359,5.02,5,23.78462,2,122.3,35.08,12.138
GJ 1148 b,GJ 1148,1,2,0,41.38,0.166,11.9,1.07,96.7,0.30425,Msini,0.38,,,0,M5,3287,0.36,0.34,,,-1.869,4.87,,10.52554,,,-9.1,10.5769
GJ 1148 c,GJ 1148,1,2,0,532.58,0.912,9.71,0.866,68.06,0.21414,Msini,0.342,,,0,M5,3287,0.36,0.34,,,-1.869,4.87,,10.52554,,,-9.1,10.5769
GJ 1151 b,GJ 1151,1,1,0,2.018,0.01735,1.39,0.124,2.5,0.00787,Msini,0,,,0,M4.5,3114,0.2,0.17,,,-2.463,5.06,,29.34709,,,,11.6938
GJ 1214 b,GJ 1214,1,1,0,1.58040456,0.01411,2.847,0.254,6.26125,0.0197,Mass,0,,547,0,M4.5,3026,0.22,0.15,0.39,[Fe/H],-2.312,4.94,3,26.20204,2,,-21.1,13.0089
GJ 1252 b,GJ 1252,1,1,0,0.5182349,0.00916,1.193,0.106,2.09,0.00658,Mass,0,,1089,0,M3,3458,0.39,0.38,0.1,[Fe/H],-1.708,4.89,,8.99304,,64,7.48,11.2364
GJ 1265 b,GJ 1265,1,1,0,3.6511,0.026,2.63,0.234,7.4,0.02328,Msini,0.04,,,0,M4.5 V,3236,0.19,0.18,-0.04,[Fe/H],-2.439,5.09,,,2,70,-24.3,12.0807
GJ 143 b,GJ 143,1,2,0,35.61253,0.1915,2.61,0.233,22.7,0.07142,Mass,0.188,4.12,422,0,K4.5,4640,0.69,0.73,0.003,[Fe/H],-0.686,4.61,3.8,3.03,,,59.46,7.67906
GJ 160.2 b,GJ 160.2,1,1,0,5.2354,0.053,3.17,0.283,10.2,0.03209,Msini,0.06,,,0,M0 V,4347,0.66,0.69,,,-0.796,4.61,,3.12966,,43.6,24.87,9.20154
GJ 163 b,GJ 163,1,3,0,8.63182,0.0607,3.25,0.29,10.6,0.03335,Msini,0.073,,,0,M,3500,0.41,0.4,0.1,[Fe/H],-1.708,4.82,6,8.24778,,,58.6,10.6771
GJ 163 c,GJ 163,1,3,0,25.63058,0.1254,2.5,0.223,6.8,0.0214,Msini,0.099,,,0,M,3500,0.41,0.4,0.1,[Fe/H],-1.708,4.82,6,8.24778,,,58.6,10.6771
GJ 163 d,GJ 163,1,3,0,603.95116,1.0304,5.92,0.528,29.4,0.0925,Msini,0.373,,,0,M,3500,0.41,0.4,0.1,[Fe/H],-1.708,4.82,6,8.24778,,,58.6,10.6771
GJ 179 b,GJ 179,1,1,0,2288,2.41,13.9,1.24,260.61,0.82,Msini,0.21,,,0,M3.5 V,3370,0.38,0.36,0.3,[Fe/H],-1.796,4.83,,9.67547,1.5,,,10.7055
GJ 180 b,GJ 180,1,3,0,17.133,0.092,2.43,0.217,6.49,0.02042,Msini,0.07,,,0,M2 V,3371,0.41,0.43,,,-1.886,4.81,,8.12507,,,-15.07,9.93395
GJ 180 c,GJ 180,1,3,0,24.329,0.129,2.41,0.215,6.4,0.02014,Msini,0.09,,,0,M2 V,3371,0.41,0.43,,,-1.886,4.81,,8.12507,,,-15.07,9.93395
GJ 180 d,GJ 180,1,3,0,106.3,0.309,2.66,0.237,7.56,0.02379,Msini,0.14,,,0,M3,3811.5,0.41,0.43,,,-1.609,4.81,,8.12507,,,-15.07,9.93395
GJ 2056 b,GJ 2056,1,1,0,69.971,0.283,4.17,0.372,16.2,0.05097,Msini,0.72,,,0,M0V:,4069.95,0.71,0.62,,,-0.905,4.48,,2.07397,,,41.62,9.72281
GJ 251 b,GJ 251,1,1,0,14.238,0.0818,1.83,0.163,4,0.01259,Msini,0.1,2.53,351,0,M3.0 V,3451,0.36,0.36,-0.03,[Fe/H],-1.772,4.96,,10.05319,2,122.1,22.65,8.85518
GJ 27.1 b,GJ 27.1,1,1,0,15.819,0.101,3.66,0.327,13,0.0409,Msini,0.08,,,0,M0.5 V,3542,0.52,0.53,,,-1.585,4.72,,5.21124,,,11.85,10.579
GJ 273 b,GJ 273,1,2,0,18.6498,0.091101,1.51,0.135,2.89,0.00909,Msini,0.1,1.06,,0,M3.5,3382,0.29,0.29,0.09,[Fe/H],-2.056,4.91,,13.19438,,99,18.41,
GJ 273 c,GJ 273,1,2,0,4.7234,0.036467,1.06,0.094,1.18,0.00371,Msini,0.17,6.66,,0,M3.5,3382,0.29,0.29,0.09,[Fe/H],-2.056,4.91,,13.19438,,99,18.41,
GJ 3082 b,GJ 3082,1,1,0,11.949,0.079,2.79,0.249,8.2,0.0258,Msini,0.22,,,0,M4,3910,0.47,0.47,,,-1.463,4.77,,6.47822,,,6.33,10.2011
GJ 3138 b,GJ 3138,1,3,0,1.22003,0.0197,1.18,0.106,1.78,0.0056,Msini,0.19,118.1,,0,M0,3717,0.5,0.68,-0.3,[Fe/H],-1.347,4.63,,3.47127,,42.5,13.6,10.1924
GJ 3138 c,GJ 3138,1,3,0,5.974,0.057,1.88,0.167,4.18,0.01315,Msini,0.11,13.9,,0,M0,3717,0.5,0.68,-0.3,[Fe/H],-1.347,4.63,,3.47127,,42.5,13.6,10.1924
GJ 3138 d,GJ 3138,1,3,0,257.8,0.698,3.23,0.288,10.5,0.03304,Msini,0.32,0.1,,0,M0,3717,0.5,0.68,-0.3,[Fe/H],-1.347,4.63,,3.47127,,42.5,13.6,10.1924
GJ 317 b,GJ 317,1,2,0,695.66,1.151,13.3,1.18,794.5,2.5,Mass,0.07,,,0,M2.5 V,3510,0.43,0.42,0.36,[Fe/H],-1.687,4.8,5,7.64772,,,87.8,10.7539
GJ 317 c,GJ 317,1,2,0,6739.323,5.23,13.5,1.2,522.5,1.64396,Msini,0.17,,,0,M2.5 V,3510,0.43,0.42,0.36,[Fe/H],-1.687,4.8,5,7.64772,,,87.8,10.7539
GJ 328 b,GJ 328,1,1,0,4100,4.5,13.3,1.19,731,2.3,Msini,0.37,,,0,M1,3900,0.65,0.69,0,[M/H],-0.993,4.61,,3.21063,,,,9.2861
GJ 3293 b,GJ 3293,1,4,0,30.5987,0.14339,5.19,0.463,23.54,0.07406,Msini,0.06,1.07,,0,M2.5,3466,0.4,0.42,0.02,[Fe/H],-1.658,4.78,,6.89996,,41,13.3,10.9788
GJ 3293 c,GJ 3293,1,4,0,122.6196,0.36175,4.87,0.434,21.09,0.06636,Msini,0.11,0.17,,0,M2.5,3466,0.4,0.42,0.02,[Fe/H],-1.658,4.78,,6.89996,,41,13.3,10.9788
GJ 3293 d,GJ 3293,1,4,0,48.1345,0.19394,2.67,0.238,7.6,0.02391,Msini,0.12,0.59,,0,M2.5,3466,0.4,0.42,0.02,[Fe/H],-1.658,4.78,,6.89996,,41,13.3,10.9788
GJ 3293 e,GJ 3293,1,4,0,13.2543,0.08208,1.63,0.145,3.28,0.01032,Msini,0.21,3.34,,0,M2.5,3466,0.4,0.42,0.02,[Fe/H],-1.658,4.78,,6.89996,,41,13.3,10.9788
GJ 3323 b,GJ 3323,1,2,0,5.3636,0.03282,1.23,0.109,2.02,0.00636,Msini,0.23,2.58,,0,M4,3159,0.12,0.16,-0.27,[Fe/H],-2.569,,,,,33,42.45,10.6467
